Group	Trusted th	Noise th	ROC th	Sensitivity	Specificity	AUC	Average	SD	x0	k
ECF264	162.0	104.9	162.0	1.0	1.0	1.0	38.7062177008554	17.93854115108308	5.285079323345028	15.545288516876298
ECF212	174.9	106.7	174.9	1.0	1.0	1.0	38.24455378200342	20.920813065239166	4.985289948253349	14.697619481432135
ECF279	197.3	113.0	197.3	1.0	1.0	1.0	45.35516749347548	21.840343816926012	5.052886472514645	12.854158245245708
ECF242	116.0	121.2	116.0	1.0	0.9996817455148321	0.999992598732903	54.89924884850546	16.49492018419169	4.002849399574545	13.493168545153873
ECF210	122.4	116.6	122.4	1.0	1.0	1.0	51.88386502931412	16.779239210251813	4.028636418279875	146.4391922370882
ECF276	150.2	169.4	150.2	1.0	0.9977871521610421	0.9999331263230978	69.77260884673107	28.150064587678948	3.329297482027627	9.781704838905055
ECF205	148.9	105.5	148.9	1.0	1.0	1.0	44.990232812603956	19.54374449844595	4.221152013969155	22.659826995711143
ECF237	117.3	103.8	117.3	1.0	1.0	1.0	57.90715294361188	12.906933450059636	4.07935359362847	47.58368796996904
ECF53	137.0	69.4	137.0	1.0	1.0	1.0	18.662523750730085	14.294822157715807	5.926972995146393	10.271661158739377
ECF130	129.7	98.4	129.7	1.0	1.0	1.0	43.77781145801758	12.997898416643336	5.411774519904333	19.671692941468894
ECF282	145.5	101.3	145.5	1.0	1.0	1.0	38.94397267464642	17.10423677005249	4.957443903230844	18.519433985077182
ECF223	134.9	117.7	134.9	1.0	1.0	1.0	55.31557160706495	18.510736994473085	3.8385006717933345	51.703067186006336
ECF266	155.8	114.4	155.8	1.0	1.0	1.0	42.22164292209761	20.525834828441088	4.536008836521529	23.773314469876485
ECF229	176.5	99.9	176.5	1.0	1.0	1.0	36.637048920959046	18.196961899470057	5.554957120789453	10.91204401220437
ECF48	130.4	95.4	130.4	1.0	1.0	1.0	42.80388587820404	14.82496707598422	4.718427850758313	19.86315005829624
ECF213	119.2	118.7	119.2	1.0	1.0	1.0	68.52394886846717	15.811430021939158	3.1891939933712057	1655.0270743243543
ECF107	262.1	109.8	262.1	1.0	1.0	1.0	28.53387353152101	20.801774228918863	7.576132317412953	6.437162013437104
ECF231	159.3	126.9	159.3	1.0	1.0	1.0	51.47951707464938	21.102998718688504	4.340792857305595	30.10537401123316
ECF219	162.9	76.5	162.9	1.0	1.0	1.0	29.040512646108574	15.21974421691425	5.969421694565957	8.26688510908924
ECF277	137.5	144.8	137.5	1.0	0.9991714382943465	0.9999577450936876	67.762764769812	22.849702104702438	3.3660789059193963	41.43583346159162
ECF208	174.1	89.2	174.1	1.0	1.0	1.0	31.694925291477833	19.985481758499954	4.998343015712216	10.9948120750895
ECF258	165.8	109.0	165.8	1.0	1.0	1.0	41.598771246275675	19.10231542607492	5.03483532576474	16.145281522875553
ECF256	173.9	122.4	173.9	1.0	1.0	1.0	41.91724691148094	22.35115462608836	4.760213609988929	20.709917150397192
ECF288	184.0	147.6	184.0	1.0	1.0	1.0	25.006993989309404	18.695265791354316	7.535237893934395	24.650855043104247
ECF257	224.5	117.8	224.5	1.0	1.0	1.0	33.7886809750183	19.31494693757787	7.172844390255041	8.93393823649385
ECF262	138.2	129.7	138.2	1.0	1.0	1.0	56.951208422360075	20.87440442142739	3.6922949980325424	124.70814245960422
ECF225	172.8	123.9	172.8	1.0	1.0	1.0	51.101626509141724	22.33977757038666	4.371593513024077	21.856088054620564
ECF43	149.3	54.3	149.3	1.0	1.0	1.0	14.456943345729306	11.826739464628925	7.414773319200995	5.955951675182481
ECF201	153.7	64.5	153.7	1.0	1.0	1.0	15.275629717800664	13.13221051753956	7.234173730930685	7.118628733933783
ECF295	203.9	203.6	203.9	1.0	1.0	0.9999999999999999	51.93647520682543	27.17927160735998	5.585727336891755	5125.440752601903
ECF273	173.0	130.3	173.0	1.0	1.0	1.0	46.27214381298102	19.2963662742877	5.462385111012486	22.1415005167263
ECF203	171.1	118.9	171.1	1.0	1.0	1.0	52.43439549309103	19.027219898075383	4.869390449845055	17.518125670403748
ECF46	129.4	86.9	129.4	1.0	1.0	1.0	37.426094381889556	15.989335022365431	4.451092487595238	17.878554074533128
ECF270	164.0	165.5	164.0	1.0	0.9999926034408793	0.9999998787449323	65.19909950539336	24.715439136522736	3.973953976508139	9.550234876831704
ECF131	139.0	84.7	139.0	1.0	1.0	1.0	35.91363532186398	11.54903010755441	6.5527240787264684	9.983741992190469
ECF220	140.1	94.9	140.1	1.0	1.0	1.0	36.950860201539264	12.156058918298173	6.640849425399853	12.835045845623103
ECF287	206.6	141.1	206.6	1.0	1.0	1.0	28.127496137040787	19.747481142544377	7.414494791349038	14.265952203424687
ECF62	125.2	69.2	125.2	1.0	1.0	1.0	29.064142866648428	12.73952146970889	5.359738619800974	11.002569227953883
ECF215	138.3	101.0	138.3	1.0	1.0	1.0	43.67883541945453	18.12780242487778	4.1931518251951845	22.982000422710787
ECF206	164.2	162.0	164.2	1.0	1.0	1.0	61.34500107201738	28.28605054945479	3.5973601608692607	675.2207418636278
ECF222	157.8	117.6	157.8	1.0	1.0	1.0	47.57330380972801	17.25879545888445	5.242372781068469	21.41833760593758
ECF216	156.5	77.9	156.5	1.0	1.0	1.0	29.674763971343868	15.910149100179625	5.523228127140122	9.46422577424862
ECF230	191.0	107.4	191.0	1.0	1.0	1.0	31.373464242675166	19.77272482959673	5.947483118370666	11.284266261478088
ECF280	167.4	95.8	167.4	1.0	1.0	1.0	36.34690556635788	18.114212997856047	5.289950133189825	12.150095012726625
ECF234	178.8	86.7	178.8	1.0	1.0	1.0	25.765767157823134	13.528426574998436	7.985500484538978	6.9298595816803505
ECF247	177.3	165.9	177.3	1.0	1.0	1.0	60.57542122890158	21.52804490753818	5.160992542981393	100.60092082270744
ECF59	165.3	79.1	165.3	1.0	1.0	1.0	30.217408823072773	12.508334874864602	7.417495421136244	6.948956308320251
ECF271	175.8	160.9	175.8	1.0	1.0	1.0	60.968937372004824	24.077962768040443	4.4594863974300765	78.30195013140589
ECF226	144.4	112.8	144.4	1.0	1.0	1.0	55.803081495501225	16.064415136915517	4.535867389475088	23.558158684189145
ECF274	186.3	153.6	186.3	1.0	1.0	1.0	45.4871564923591	20.163093052517443	6.17824819966486	29.08092172534302
ECF209	172.0	116.6	172.0	1.0	1.0	1.0	53.9102004302856	17.570466601584307	5.153667185367835	14.829520821701946
ECF269	155.1	141.1	155.1	1.0	1.0	1.0	36.80412837593062	24.729573870069	4.503829289176584	88.68841116751905
ECF202	180.0	99.3	180.0	1.0	1.0	1.0	33.006446890779905	17.850293276782303	6.024788674351835	10.47202620482847
ECF211	178.5	118.6	178.5	1.0	1.0	1.0	51.85257986529547	20.28400161418801	4.770247655321703	16.15099703776053
ECF268	182.0	151.7	182.0	1.0	1.0	1.0	55.816680590570684	27.08536762085961	4.096792745831756	41.916615547731475
ECF260	153.9	120.2	153.9	1.0	1.0	1.0	45.69805558225331	22.127751171790404	4.1394765185757825	31.307985601386527
ECF254	143.4	73.6	143.4	1.0	1.0	0.9999999999999999	22.68537398620424	13.683874168924294	6.359157489508673	9.339403320868906
ECF217	196.8	76.9	196.8	1.0	1.0	1.0	28.58774868955115	15.428390080974545	7.103392761684618	6.132809038663799
ECF267	175.5	96.1	175.5	1.0	1.0	1.0	42.742784583650625	13.403752337048443	7.024745513234187	7.947586209470074
ECF58	185.8	62.8	185.8	1.0	1.0	0.9999999999999999	18.72994477262142	12.983905865426083	8.25066832505595	5.079852340069776
ECF253	205.3	131.9	205.3	1.0	1.0	1.0	44.77771608543609	24.636104138053	5.033101490768633	16.029405960990083
ECF224	162.4	132.5	162.4	1.0	1.0	1.0	54.124600950768524	22.71057668175173	4.109990324443488	35.11443604194305
ECF233	167.1	115.6	167.1	1.0	1.0	1.0	40.58800153779046	18.045765363320157	5.594309542354649	16.436288150247247
ECF278	176.2	159.0	176.2	1.0	1.0	1.0	60.716546033905324	24.181288193332566	4.426263417158306	70.72501790315457
ECF61	166.6	62.8	166.6	1.0	1.0	1.0	18.867718229470867	12.028541268465796	8.008121548955911	5.6058613141278375
